drug_name,drug_cid,drug_smiles
Timofibrate,68834,CC(C)(Oc1ccc(Cl)cc1)C(=O)N1CSCC1C(=O)O
Fluprazine,71153,NC(=O)NCCN1CCN(c2cccc(C(F)(F)F)c2)CC1
nizofenone fumarate,5282422,CCN(CC)Cc1nccn1-c1ccc([N+](=O)[O-])cc1C(=O)c1ccccc1Cl
Piketoprofen,68801,Cc1ccnc(NC(=O)C(C)c2cccc(C(=O)c3ccccc3)c2)c1
Oxprenoate potassium,23677972,CCC[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]3(O)CCC(=O)O)[C@@H]21
Taltirelin,114750,CN1C(=O)C[C@@H](C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N2CCC[C@H]2C(N)=O)NC1=O
Testosterone undecanoate,65157,CCCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
Cintriamide,6154037,COc1cc(/C=C/C(N)=O)cc(OC)c1OC
PIROCTONE OLAMINE,50258,Cc1cc(CC(C)CC(C)(C)C)n(O)c(=O)c1.NCCO
Eprodisate disodium,6451143,O=S(=O)([O-])CCCS(=O)(=O)[O-].[Na+].[Na+]
Radafaxine hydrochloride,9838996,C[C@@H]1NC(C)(C)CO[C@@]1(O)c1cccc(Cl)c1.Cl
Uridine triacetate,20058,CC(=O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O
Vernakalant hydrochloride,9930048,COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC.Cl
Vicriviroc maleate,6451165,COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C.O=C(O)/C=C\C(=O)O
Isotiquimide,3037235,Cc1ccnc2c1CCCC2C(N)=S
Levlofexidine,3038503,C[C@@H](Oc1c(Cl)cccc1Cl)C1=NCCN1
119793-66-7,157836,CCC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C.[Cl-]
flutrimazole,3401,Fc1ccc(C(c2ccccc2)(c2ccccc2F)n2ccnc2)cc1
Limaprost,6438378,CCCC[C@H](C)C[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCC/C=C/C(=O)O
Stepronin,54120,CC(SC(=O)c1cccs1)C(=O)NCC(=O)O
Somantadine,50234,CC(C)(N)CC12CC3CC(CC(C3)C1)C2.Cl
ACTINOQUINOL SODIUM,23675748,CCOc1ccc(S(=O)(=O)[O-])c2cccnc12.[Na+]
Terciprazine,68763,C#CC1(OCC(O)CN2CCN(c3cccc(C(F)(F)F)c3)CC2)CCCCC1
Priralfinamide,5745207,C[C@H](NCc1ccc(OCc2ccccc2F)cc1)C(N)=O
Semapimod,5745214,C/C(=N\NC(=N)N)c1cc(NC(=O)CCCCCCCCC(=O)Nc2cc(/C(C)=N/NC(=N)N)cc(/C(C)=N/NC(=N)N)c2)cc(/C(C)=N/NC(=N)N)c1
Taprenepag,18376177,O=C(O)COc1cccc(CN(Cc2ccc(-n3cccn3)cc2)S(=O)(=O)c2cccnc2)c1
terutroban,9938840,Cc1ccc2c(c1CCC(=O)O)CC[C@@H](NS(=O)(=O)c1ccc(Cl)cc1)C2
Avibactam sodium,24944097,NC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)[O-].[Na+]
ALDOXORUBICIN,9810709,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(/C(CO)=N/NC(=O)CCCCCN1C(=O)C=CC1=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
FILOREXANT,25128145,Cc1ccc(-c2ncccn2)c(C(=O)N2C[C@H](COc3ccc(F)cn3)CC[C@H]2C)c1
VU 1545,11625520,O=C(Nc1cc(-c2ccccc2)nn1-c1ccccc1F)c1ccc([N+](=O)[O-])cc1
Pregnanolone,31402,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
GR 159897,9953599,COC1(C[S@@+]([O-])c2ccccc2)CCN(CCc2c[nH]c3ccc(F)cc23)CC1
ELIGLUSTAT,23652731,CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2
Pelanserin,65435,O=c1[nH]c2ccccc2c(=O)n1CCCN1CCN(c2ccccc2)CC1
tofogliflozin hydrate,46908928,CCc1ccc(Cc2ccc3c(c2)[C@]2(OC3)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1
cimetropium,20054871,C[N+]1(CC2CC2)[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21
Cinepazet,6434395,CCOC(=O)CN1CCN(C(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)CC1
maropitant,204108,COc1ccc(C(C)(C)C)cc1CN[C@H]1C2CCN(CC2)[C@H]1C(c1ccccc1)c1ccccc1
Pimavanserin,10071196,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1
"FRUCTOSE-1,6-DIPHOSPHATE SODIUM SALT",70697660,O=P(O)(O)OC[C@H]1OC(O)(COP(=O)(O)O)[C@@H](O)[C@@H]1O
Lofemizole,71967,Cc1[nH]cnc1-c1ccc(Cl)cc1
Adatanserin,130918,O=C(NCCN1CCN(c2ncccn2)CC1)C12CC3CC(CC(C3)C1)C2
Tiprenolol,38353,CSc1ccccc1OCC(O)CNC(C)C
Valethamate,5648,CCC(C)C(C(=O)OCC[N+](C)(CC)CC)c1ccccc1
BRL-52537,6603740,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCCC[C@@H]1CN1CCCC1
174672-06-1,11845944,OB1OCc2cc(Cl)ccc21
ISO-1,4633677,COC(=O)C[C@H]1CC(c2ccc(O)cc2)=NO1
L-Arginine hydrochloride,66250,N=C(N)NCCC[C@@H](N)C(=O)O
ipratropium bromide,31098,CC(C)[N+]1(C)[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2.O.[Br-]
Terlipressin,72081,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](NC(=O)CNC(=O)CNC(=O)CN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
picrotoxinin,7098683,C=C(C)[C@@H]1[C@H]2OC(=O)[C@H]1[C@]1(O)C[C@H]3O[C@]34C(=O)O[C@H]2[C@@]41C
Frovatriptan,77992,CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1.O.O=C(O)CCC(=O)O
itopride hydrochloride,129791,COc1ccc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc1OC.Cl
622864-54-4,4369491,O=C1NC(=O)c2c1c(-c1ccccc1)cc1[nH]c3ccc(O)cc3c21
Sisomicin sulfate,65334,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.O=S(=O)(O)O
Esreboxetine,65856,CCOc1ccccc1OC(c1ccccc1)C1CNCCO1.CS(=O)(=O)O
Altinicline,3036156,C#Cc1cncc([C@@H]2CCCN2C)c1.O=C(O)/C=C/C(=O)O
(1R)-2-(methylamino)-1-phenyl-1-propanol,6710657,CN[C@@H](C)[C@H](O)c1ccccc1.Cl
Hyoscyamine sulfate,12310714,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2.O=S(=O)(O)O
TC-E 5006,68414868,CC1CCN(C(c2ccc(F)cc2)c2ccc(C(C)C(=O)O)cc2-c2ccc(C(F)(F)F)cc2)CC1
VU591,44123657,O=[N+]([O-])c1ccc2nc(COCc3nc4ccc([N+](=O)[O-])cc4[nH]3)[nH]c2c1
Teneligliptin,11949652,Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2)n1
UNII-1AOW7FGE6H,11670376,FC(F)(F)c1ccc(Nc2ncnc3cc(-c4ncccc4C(F)(F)F)ccc23)cc1
515141-51-2,9826520,COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OCCN1CCCC1
WB-4101,5685,COc1cccc(OC)c1OCCNC[C@H]1COc2ccccc2O1.Cl
ABC294640,15604015,O=C(NCc1ccncc1)C12CC3CC(C1)CC(c1ccc(Cl)cc1)(C3)C2
Eluxadoline,11250029,COc1ccc(CN(C(=O)[C@@H](N)Cc2c(C)cc(C(N)=O)cc2C)[C@@H](C)c2nc(-c3ccccc3)c[nH]2)cc1C(=O)O
1056016-06-8,25168304,CC[C@H](CO)Nc1nc(Nc2cccc(-c3ccccn3)c2)c2ncn(C(C)C)c2n1
Brl-44408,121850,CC1c2ccccc2CN1CC1=NCCN1
GP 1A,10252734,Cc1ccc2c(c1)Cc1c(C(=O)NN3CCCCC3)nn(-c3ccc(Cl)cc3Cl)c1-2
GR79236,9884817,OC[C@H]1O[C@@H](n2cnc3c(N[C@H]4CCC[C@@H]4O)ncnc32)[C@H](O)[C@@H]1O
Deoxypeganine,442894,Cl.O.c1ccc2c(c1)CN1CCCC1=N2
CHEMBL2164371,44540282,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1C1CCOCC1
AZD-9272,9838729,N#Cc1cc(F)cc(-c2nc(-c3ccc(F)cn3)no2)c1
anisodamine,6918612,CN1[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@@H](O)C2
Aprocitentan,25099191,NS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1
INDIRUBIN-3'-MONOXIME,3707,O=C1Nc2ccccc2/C1=C1/Nc2ccccc2/C1=N\O
GP 2A,16094766,Cc1ccc2c(c1)Cc1c(C(=O)NC3CCCCC3)nn(-c3ccc(Cl)cc3Cl)c1-2
Navarixin,9865554,CC[C@@H](Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccc(C)o1
AZ505 ditrifluoroacetate,78357790,O=C1COc2c(CCNCCN(C(=O)CCNCCc3ccc(Cl)c(Cl)c3)C3CCCCC3)ccc(O)c2N1
S1RA hydrochloride,50914801,Cc1cc(OCCN2CCOCC2)nn1-c1ccc2ccccc2c1
GLPG-0492,59317190,CN1C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)[C@@]1(CO)c1ccccc1
GLPG0492 (R enantiomer),59317173,CN1C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)[C@]1(CO)c1ccccc1
MUT056399,44208849,CCc1cc(O)c(Oc2ccc(C(N)=O)cc2F)cc1F
Rimegepant,51049968,N[C@@H]1c2cccnc2[C@H](OC(=O)N2CCC(n3c(=O)[nH]c4ncccc43)CC2)CC[C@H]1c1cccc(F)c1F
Vercirnon,10343454,CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2cc[n+]([O-])cc2)cc1
AZD7687,42636350,Cc1nc(C)c(-c2ccc([C@H]3CC[C@H](CC(=O)O)CC3)cc2)nc1C(N)=O
PF-04447943,135564558,C[C@@H]1CN(Cc2ncccn2)C[C@H]1c1nc2c(cnn2C2CCOCC2)c(=O)[nH]1
1025007-04-8,24795080,O=C(c1ccc(Cl)o1)N1CC2CNCC2C1
Nexturastat A,71462653,CCCCN(Cc1ccc(C(=O)NO)cc1)C(=O)Nc1ccccc1
5-BDBD,9841560,O=C1CN=C(c2cccc(Br)c2)c2oc3ccccc3c2N1
SKLB1002,71461003,COc1cc2ncnc(Sc3nnc(C)s3)c2cc1OC
"L-798,106",15551229,COc1ccc(Br)cc1S(=O)(=O)NC(=O)/C=C/c1ccccc1Cc1ccc2ccccc2c1
1415407-60-1,71450251,Cc1ccc(C)c(Oc2ccncc2C(=O)N2CCN(C3CC3)c3ccccc32)c1
GPBAR-A,11656002,O=C1COc2nccc(-c3ccccc3F)c2CN1Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1
1228690-36-5,46213949,Cc1noc(-c2ccc(-c3ccc(CC(=O)O)cc3)cc2)c1NC(=O)O[C@H](C)c1ccccc1
Delamanid,6480466,C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1
217099-44-0,9822204,CS(=O)(=O)O.N=C(N)c1cc2ccc(OC(=O)c3cccs3)cc2s1
Taranabant,11226090,C[C@H](NC(=O)C(C)(C)Oc1ccc(C(F)(F)F)cn1)[C@@H](Cc1ccc(Cl)cc1)c1cccc(C#N)c1
ML281,53377448,CC(C)c1ccc(NC(=O)c2cccs2)c(-c2nc3ccccc3[nH]c2=O)c1
AC710,54760053,CCN1C(C)(C)CC(Oc2ccc(C(=O)Nc3ccc(NC(=O)Nc4cc(C(C)(C)C)on4)cc3)nc2)CC1(C)C
DIMETHINDENE,21855,CC(C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1
TPPS,135398549,O=S(=O)(O)c1ccc(-c2c3nc(c(-c4ccc(S(=O)(=O)O)cc4)c4ccc([nH]4)c(-c4ccc(S(=O)(=O)O)cc4)c4nc(c(-c5ccc(S(=O)(=O)O)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1
Adoprazine,9887537,Fc1ccc(-c2cncc(CN3CCN(c4cccc5c4OCCO5)CC3)c2)cc1
Gadobutrol,72057,NULL
ERYTHROMYCIN ESTOLATE,441371,CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C.CCCCCCCCCCCCOS(=O)(=O)O
Capreomycin (sulfate),78357828,C[C@@H]1NC(=O)[C@@H](N)CNC(=O)[C@H](C2CCNC(=N)N2)NC(=O)/C(=C/NC(N)=O)NC(=O)[C@H](CNC(=O)CC(N)CCCN)NC1=O.N=C1NCCC([C@@H]2NC(=O)/C(=C/NC(N)=O)NC(=O)[C@H](CNC(=O)CC(N)CCCN)NC(=O)[C@H](CO)NC(=O)[C@@H](N)CNC2=O)N1.O=S(=O)(O)O.O=S(=O)(O)O
Cevimeline,2684,CC1OC2(CS1)CN1CCC2CC1.Cl.O
Naloxegol oxalate,56959086,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](OCCOCCOCCOCCOCCOCCOCCOC)CC[C@@]3(O)[C@H]1C5.O=C(O)C(=O)O
5-BROMO-2'-DEOXYURIDINE,6035,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1Br
CNQX,3721046,N#Cc1cc2nc(O)c(O)nc2cc1[N+](=O)[O-]
nbqx,3272524,NS(=O)(=O)c1cccc2c1c([N+](=O)[O-])cc1nc(O)c(O)nc12
Tipranavir,54682461,CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1
100828-16-8,1228,O=C(O)C1CN(CCCP(=O)(O)O)CCN1
RSV604,5279172,O=C(Nc1ccccc1F)N[C@H]1N=C(c2ccccc2)c2ccccc2NC1=O
PSI-6130,6481236,C[C@@]1(F)[C@H](O)[C@@H](CO)O[C@H]1n1ccc(N)nc1=O
S-adenosylmethionine,34756,C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
SEW2871,4077460,FC(F)(F)c1cccc(-c2noc(-c3cc(-c4ccccc4)c(C(F)(F)F)s3)n2)c1
TAUROCHOLIC ACID,6675,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O
SCOPOLAMINE HYDROBROMIDE TRIHYDRATE,20055509,Br.CN1[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21.O.O.O
130-16-5,2817,Oc1ccc(Cl)c2cccnc12
Fenoxaprop-P-ethyl,91707,CCOC(=O)[C@@H](C)Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1
adenine,190,Nc1ncnc2[nH]cnc12
Dehydrocorydaline chloride,160950,COc1cc2c(cc1OC)-c1c(C)c3ccc(OC)c(OC)c3c[n+]1CC2.[Cl-]
H-Arg(NO2)-OH,440005,N=C(NCCC[C@H](N)C(=O)O)N[N+](=O)[O-]
BMS-566419,9913339,CCN1CCN(c2ccc(C(C)(C)NC(=O)c3cc4[nH]c5ccccc5c(=O)c4cc3F)cn2)CC1
Ameltolide,13086,Cc1cccc(C)c1NC(=O)c1ccc(N)cc1
BMS-564929,9882972,Cc1c(N2C(=O)[C@@H]3[C@H](O)CCN3C2=O)ccc(C#N)c1Cl
N-(2-diethylaminoethyl)-2-iodobenzamide,1816834,CCN(CC)CCNC(=O)c1ccccc1I
Cefodizime,5361871,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(C)c(CC(=O)O)s3)CS[C@H]12)c1csc(N)n1
Tocosimplex,9293,C1CCN2C[C@H]3C[C@H](CN4CCCC[C@H]34)[C@@H]2C1.O.O.O.O.O.O=S(=O)(O)O
Mesulergine hydrochloride,155746,CN1C[C@@H](NS(=O)(=O)N(C)C)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21.Cl
"2',3'-Dideoxyadenosine",20039,Nc1ncnc2c1ncn2[C@H]1CC[C@@H](CO)O1
Flibanserin,6918248,O=c1[nH]c2ccccc2n1CCN1CCN(c2cccc(C(F)(F)F)c2)CC1
382-44-5,94141,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O
1422955-31-4,70697712,O=[N+]([O-])c1c(Nc2cc(F)cc(Cl)c2)ccc2nonc12
LMK-235,71520717,Cc1cc(C)cc(C(=O)NOCCCCCC(=O)NO)c1
885434-70-8,22200891,Cc1cc(C)c(S(=O)(=O)n2cc(C)cc2C)c(C)c1
DSR-6434,25071151,CCCCNc1nc(N)c2[nH]c(=O)n(Cc3ccc(OCCN(C)C)nc3)c2n1
GZD824 Dimesylate,71519689,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ncc2c1
RAC BHFF,4332683,CC(C)(C)c1cc(C(C)(C)C)c2c(c1)C(O)(C(F)(F)F)C(=O)O2
Betulin,72326,C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
PK-THPP,53464059,CCCC(=O)C1CCN(c2ncnc3c2CN(C(=O)c2ccc(-c4ccccc4)cc2)CC3)CC1
RN-1734,3601086,CC(C)NCCN(C(C)C)S(=O)(=O)c1ccc(Cl)cc1Cl
1426152-53-5,71583615,O=C(NCC(=O)N1CCCCC1)Nc1ccc2nnsc2c1
Darusentan,177236,COc1cc(OC)nc(O[C@H](C(=O)O)C(OC)(c2ccccc2)c2ccccc2)n1
Ro 60-0175 fumarate,6446435,C[C@H](N)Cn1ccc2cc(F)c(Cl)cc21.O=C(O)/C=C/C(=O)O
Tretazicar,89105,NC(=O)c1cc(N2CC2)c([N+](=O)[O-])cc1[N+](=O)[O-]
dqp-1105,76849261,Cc1ccc2[nH]c(=O)c(C3=NN(C(=O)CCC(=O)O)C(c4ccc(Br)cc4)C3)c(-c3ccccc3)c2c1
CHEMBL2335154,70699441,Cc1noc(C)c1-c1cc(O)cc([C@@H](O)c2ccccc2)c1
947303-87-9,23661637,CCN(CC)Cc1ccc(C(=O)N(CCc2ccccc2OC)[C@@H]2CCNC2)cc1
1428327-31-4,66553218,O=C(NCC1(N2CCN(c3ccccc3)CC2)CCOCC1)c1cccnc1Sc1ccccc1
beta-D-Glucosamine,441477,N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O
Velnacrine maleate,5702293,Nc1c2c(nc3ccccc13)CCCC2O.O=C(O)/C=C\C(=O)O
Dipraglurant,44557636,Fc1ccc2nc(CCC#Cc3ccccn3)cn2c1
"3,5-Diiodothyropropionic acid",160565,O=C(O)CCc1cc(I)c(Oc2ccc(O)cc2)c(I)c1
SB 657510,11272107,COc1cc(Br)c(S(=O)(=O)Nc2ccc(Cl)c(O[C@@H]3CCN(C)C3)c2)cc1OC
Substance P,36511,CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCN=C(N)N)C(N)=O
OXYFEDRINE,27454,COc1cccc(C(=O)CCN[C@@H](C)[C@H](O)c2ccccc2)c1.Cl
Oxeladin,4619,CCN(CC)CCOCCOC(=O)C(CC)(CC)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O
Zimeldine,5365247,CN(C)C/C=C(/c1ccc(Br)cc1)c1cccnc1.Cl.Cl.O
MK2a Inhibitor,11382492,O=C(CCCc1ccc(-c2ccccc2F)cc1)Nc1ccc(O)cc1
Nolatrexed dihydrochloride,135409535,Cc1ccc2nc(N)[nH]c(=O)c2c1Sc1ccncc1.Cl.Cl
(S)-(+)-Dimethindene maleate,56972160,C[C@@H](C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1.O=C(O)/C=C\C(=O)O
3-Anilino-1-propanol,410467,OCCCNc1ccccc1
Menadione bisulfite,8536,CC1(S(=O)(=O)[O-])CC(=O)c2ccccc2C1=O.[Na+]
Metixene,4167,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1.Cl
propiverine hydrochloride,441412,CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1.Cl
632-69-9,69438,O=C([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12.[Na+].[Na+]
Loreclezole,3034012,Cl.Cl/C(=C\n1cncn1)c1ccc(Cl)cc1Cl
(R)-Tegafur,288216,O=c1[nH]c(=O)n([C@H]2CCCO2)cc1F
tiquizium bromide,72159,C[N@+]12CCCC[C@@H]1CCC(=C(c1cccs1)c1cccs1)C2.[Br-]
Acetophenazine maleate,5281082,CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O
Zuclopenthixol,5311507,Cl.Cl.OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(Cl)cc32)CC1
phytosphingosine,122121,CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@@H](N)CO
Linsidomine,5219,Nc1c[n+](N2CCOCC2)no1.[Cl-]
pyridoxamine,1052,Cc1ncc(CO)c(CN)c1O.Cl.Cl
Atipamezole hydrochloride,13649426,CCC1(c2cnc[nH]2)Cc2ccccc2C1.Cl
CHEMBL2362008,16760007,C[C@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N[C@H](CO)CC[S+](C)[O-]
CHEBI:30621,518605,O1[As]2O[As]3O[As]1O[As](O2)O3
Landiolol hydrochloride,164457,CC1(C)OC[C@@H](COC(=O)CCc2ccc(OC[C@@H](O)CNCCNC(=O)N3CCOCC3)cc2)O1.Cl
Telcagepant,11319053,O=C(N[C@@H]1CC[C@@H](c2cccc(F)c2F)CN(CC(F)(F)F)C1=O)N1CCC(n2c(O)nc3ncccc32)CC1
PERILLYL ALCOHOL,10819,C=C(C)[C@@H]1CC=C(CO)CC1
Sucralfate hydrate,73355910,O=S(=O)(OC[C@H]1O[C@@H](O[C@]2(COS(=O)(=O)O[Al](O)O)O[C@H](OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]2OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O)O[Al](O)O.O[Al](O)O.O[Al](O)O.O[Al](O)O.O[Al](O)O.O[Al](O)O.O[Al](O)O.O[Al](O)O.O[Al](O)O
GW311616,9800961,CC(C)[C@@H]1C(=O)N(S(C)(=O)=O)[C@@H]2CCN(C(=O)/C=C/CN3CCCCC3)[C@@H]12
Sennoside A,73111,O=C(O)c1cc(O)c2c(c1)[C@H]([C@H]1c3cc(C(=O)O)cc(O)c3C(=O)c3c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cccc31)c1cccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c1C2=O
AKBA,11168203,CC(=O)O[C@@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2C(=O)C=C2[C@@H]4[C@@H](C)[C@H](C)CC[C@]4(C)CC[C@]23C)[C@@]1(C)C(=O)O
Zinc phthalocyanine,518924,[Zn+2].c1ccc2c(c1)-c1nc-2nc2[n-]c(nc3nc(nc4[n-]c(n1)c1ccccc41)-c1ccccc1-3)c1ccccc21
Ledipasvir,67505836,COC(=O)N[C@H](C(=O)N1CC2(CC2)C[C@H]1c1nc(-c2ccc3c(c2)C(F)(F)c2cc(-c4ccc5[nH]c([C@@H]6[C@H]7CC[C@H](C7)N6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5c4)ccc2-3)c[nH]1)C(C)C
Sobrepin,36089,CC1=CC[C@@H](C(C)(C)O)C[C@@H]1O
TCS HDAC6 20b,23636017,CC(C)C(=O)SCCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)NC12CC3CC(CC(C3)C1)C2
DMH-1,50997747,CC(C)Oc1ccc(-c2cnc3c(-c4ccnc5ccccc45)cnn3c2)cc1
Setipiprant,49843471,O=C(O)Cn1c2c(c3cc(F)ccc31)CN(C(=O)c1cccc3ccccc13)CC2
TUG-770,66553168,N#CCc1ccccc1C#Cc1ccc(CCC(=O)O)c(F)c1
956128-01-1,46835756,CN(C)c1cccc(Oc2cnc(Nc3cccc(O)c3)nc2)c1
Linerixibat,53492727,CCCC[C@]1(CC)CS(=O)(=O)c2cc(CNC(CC(=O)O)CC(=O)O)c(OC)cc2[C@@H](c2ccccc2)N1
Selexipag,9913767,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1
CGP 54626 HYDROCHLORIDE,197583,C[C@H](NC[C@H](O)CP(=O)(O)CC1CCCCC1)c1ccc(Cl)c(Cl)c1.Cl
Oxotremorine M,4629,C[N+](C)(C)CC#CCN1CCCC1=O.[I-]
486427-17-2,4231127,COc1ccc(OC[C@@H]2c3cc(OC)c(OC)cc3CCN2C(=O)c2cccc(Cl)c2)cc1
